position,company,location,salary,summary
Data Scientist,VideoAmp,"Santa Monica, CA",,"PhD in Data Science IS REQUIRED Experience building data models, and managing ML pipelines with tools such as R, Python, and Tensor Flow SQL fluency and an..."
Research and Data Processing Analyst,Los Angeles Universal Preschool,"Los Angeles, CA",,"Coordinate, conduct, and oversee data collection, data entry and data cleaning and ensure quality control (e.g., surveys, direct assessment, observations,..."
Senior Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",,"Experience with complex data manipulation including data parsing, data extraction, and filtering. Hands on experience with data exploration toolsets such as:...."
Data Scientist,Chef'd,"El Segundo, CA 90245",,"Data concepts (streaming, data modeling, data structures) a plus. Chef’d is looking for a data scientist to join the growing data team at Chef'd HQ in El..."
Data Scientist,Clicktripz,"Manhattan Beach, CA",,"Clicktripz is looking for a skilled Data Scientist. Excellent communication skills - while the Data Science group is currently located in Los Angeles, we are a..."
Research and Data Processing Analyst,Los Angeles Universal Preschool,"Los Angeles, CA",,"Coordinate, conduct, and oversee data collection, data entry and data cleaning and ensure quality control (e.g., surveys, direct assessment, observations,..."
Machine Learning Engineer,Oben,"Pasadena, CA",,"As a member of the machine language translation team, you utilize your superior technical aptitude and deep understanding of Machine Learning and Natural..."
Data Scientist,VideoAmp,"Santa Monica, CA",,"PhD in Data Science IS REQUIRED Experience building data models, and managing ML pipelines with tools such as R, Python, and Tensor Flow SQL fluency and an..."
Senior Statistician,J.D. Power,"Westlake Village, CA",,"Our scientists, Ph.D. Perform multivariate statistical analysis on survey data using SAS. Conjoint, Max Diff and related methodologies;Predictive Analytics/Big..."
Data Scientist - Credit/Risk,Tala,"Santa Monica, CA",,"We need a Data Scientist interested in solving one of the world's largest problems:. Our Data Scientist work directly with Credit, Engineering, and Data Teams..."
Software Engineer & Data Science Specialist,The Aerospace Corporation,"El Segundo, CA 90245",,"Experience in collecting data from/exposing data to various data sources and services (API, XML, JSON, etc…)...."
Data Analysis Manager,Bank of Hope,"Los Angeles, CA",,Support the data gathering and population framework necessary for DFAST Reporting (FR Y-16). Execute and maintain production and delivery of various...
Regulatory Compliance Intern,Providence Health & Services,"Santa Monica, CA 90407",,Excellent data entry skills. Training the next generation of surgical scientists who study and treat cancer;...
"Intern – Data Scientist, Data Analytics & Insights",NBCUniversal,"Universal City, CA",,Proven track record of leveraging data science and big data to drive significant business impact. Responsibilities • Integrate multiple data sources and define...
ENVIRONMENTAL SCIENTIST 4,Louisiana State Government,"Los Angeles, CA","$3,264 - $6,497 a month",Direct supervision is received from the Environmental Scientist Supervisor. Direct from an Environmental Scientist Supervisor or comparable level supervisor....
