position,company,location,salary,summary
Program Manager I (662315),Ball Aerospace,"Broomfield, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
K-12 Research Analyst II,National Conference of State Legislatures,"Denver, CO 80230 (Central East Denver area)","$3,486 a month","Collects and monitors data on legislative actions, state and federal programs, using library resources, available databases, and public and private..."
Prospect Research and Data Analyst,Nurse Family Partnership,"Denver, CO 80203 (Capitol Hill area)",,"This position will ensure that frontline fundraisers on our regional, institutional, and individual giving teams have the data and information that they need to..."
Global VP (Semiconductor Business),TransReach,"Golden, CO",,"Drives, and supports with data, internal decision making on long term growth investments including capital equipment and R&D programs...."
Financial Analyst,National Ecological Observatory Network Inc,"Boulder, CO",,"Reconcile transactions by comparing and correcting data. A 30+ year project dedicated to understanding how changes in climate, land use and invasive species..."
Engineer I-Mission Systems Analyst (662223),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Research Scientist Sr Stf,Lockheed Martin,"Littleton, CO 80127",,"Manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources combined with empirical research and finding answers to hard..."
Artificial Intelligence Software Engineer,KPMG,"Denver, CO 80202 (Lodo area)",,"Design, develop and maintain artificial intelligence-enabled managed services (APIs) with a team of Data Scientist, Software Engineers and Project Managers...."
Program Manager I (662315),Ball Aerospace,"Broomfield, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Web Applications Developer Intern (661822),Ball Aerospace,"Lafayette, CO",,"Oracle databases, primarily accessing data through ADO.Net or EF. Primary UI developed to display data within grids with searching capabilities, along with..."
Data Scientist / Researcher,Lockheed Martin,"Littleton, CO 80127",,"This position will work closely with the SSC IT Analytics data scientist and analytics team members, performing data research and analysis, working with a..."
Senior Research Analyst,Nurse-Family Partnership,"Denver, CO 80203 (Capitol Hill area)",,"The Senior Research Analyst, in collaboration with other staff and external partners, will help design and conduct evaluation and research studies of program..."
Material Control Analyst I (662024),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Technical Intern-Industrial Engineering (661420),Ball Aerospace,"Westminster, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
CdTe Thin-Film Materials Processing Engineer,National Renewable Energy Laboratory,"Golden, CO",,Performing work reproducibly with high degree of quality and reliability Recording data in computer databases ....
Data Scientist IV,DCP Midstream,"Denver, CO",,"Understands data elements, data models and working with structured or unstructured data sets. Strong background in advanced statistical and data science..."
Data Analytics Manager,Telligen,"Greenwood Village, CO 80111",,"Data Analytics Manager. Ensures customer satisfaction through the technical development, testing, and documentation of the data analysis solutions...."
Technical Intern-Industrial Operations (661417),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
